type,from,to,detail,status,confidence,verification,url_count,source_1,source_2,source_3,more_sources,last_updated
contractor_for,Rogers-O'Brien Construction,Microsoft,GC on Microsoft San Antonio TX data center (completed c.2019-2020; R-O sued Microsoft in June 2020 for $34M in unpaid work).,completed,medium,links from original research round,1,https://www.enr.com/articles/49521-contractor-rogers-obrien-seeks-34m-from-microsoft-over-data-center,,,,2026-09-08
contractor_for,"Ryan Companies US, Inc.",EdgeCore Digital Infrastructure,"Ryan Companies and EdgeCore jointly planning a data center and industrial campus at Florence Tech Park, Florence AZ (Ryan as developer/design-builder).",announced,medium,links from original research round,2,https://www.datacenterdynamics.com/en/news/ryan-companies-and-edgecore-target-data-center-developments-outside-phoenix-arizona/,https://baxtel.com/data-center/ryan-florence-tech-park,,,2026-09-08
contractor_for,Skanska USA,Aligned Data Centers,"Renovation and expansion of three existing structures into a 550,000 SF data center facility for Aligned Data Centers | Skanska USA Building project for Aligned Data Centers (project listed in Skanska portfolio; details not disclosed). Skanska also holds repeat-client contracts for a 38.4 MW four-hall building in Virginia (2026-2028, $94M) and a $164M Western US data center (2025).",completed,high,links from original research round,2,"https://www.usa.skanska.com/what-we-deliver/projects/198993/Aligned-Data-Centers,-Data-Center",https://www.usa.skanska.com/what-we-deliver/build/mission-critical--data-centers/,,,2026-09-08
contractor_for,Skanska USA,Flexential,Construction of scalable data center for Peak 10 (now Flexential) with infrastructure in place for future expansion,completed,medium,links from original research round,1,https://www.usa.skanska.com/what-we-deliver/build/mission-critical--data-centers/,,,,2026-09-08
contractor_for,Structure Tone Southwest,Switch,"GC for Data Foundry's 325,000 sq ft Texas 1 data center, Austin TX (Data Foundry later acquired by Switch); STSW also has a 230,000 sq ft data center build in Dallas/Irving.",completed,high,links from original research round,2,https://www.datafoundry.com/data-foundry-build-325000-sq-ft-data-center-austin-tx/,https://www.eyrus.com/case-study/structure-tone-southwest-data-center,,,2026-09-08
contractor_for,Sundt Construction (Dev Services),Compass Datacenters,"Sundt has been GC on Compass Datacenters' Goodyear, AZ campus continuously since 2019, completing and turning over multiple buildings; scope included six large data halls with mechanical galleries and modular power centers, MV/LV switchgear electrical plant, PDUs, fire protection, security and controls; in 2024 the team commissioned 10,000+ pieces of equipment.",under way,high,links from original research round,3,https://www.sundt.com/2024/sundt-team-commissions-over-10000-pieces-of-equipment-at-compass-data-center/,https://www.sundt.com/2023/sundt-team-completes-building-at-compass-datacenters-campus-celebrating-major-milestone-with-toy-drive-for-local-nonprofits/,https://www.sundt.com/expertise/data-centers/,,2026-09-08
contractor_for,The Weitz Company,Microsoft,"GC for Microsoft 'Ginger East' datacenter, West Des Moines IA (completion est. mid-2028); Weitz also building a 192 MW two-building campus in West Des Moines for a confidential client.",under construction,high,links from original research round,2,https://local.microsoft.com/blog/ginger-east-datacenter-construction-update/,https://www.weitz.com/projects/confidential-data-center/,,,2026-09-08
contractor_for,The Weitz Company,QTS Data Centers,"QTS data center campus project (Weitz project portfolio, Iowa market).",completed,high,links from original research round,1,https://www.weitz.com/projects/qts-data-center-campus/,,,,2026-09-08
contractor_for,The Whiting-Turner Contracting Company,Google,Selected by Google (Design LLC) to build $600M data center in Wasco County OR (2024-); prime contractor for Google Clarksville TN data center.,under construction,high,links from original research round,2,https://www.constructiondive.com/news/google-whiting-turner-oregon-data-center/705938/,https://www.datacenterdynamics.com/en/news/whiting-turner-to-pay-12m-to-settle-racial-harassment-and-retaliation-suit-at-google-data-center-construction-site/,,,2026-09-08
contractor_for,Timmons Group,Tract,"Civil/entitlements and transaction support for Tract's 2.4 GW data center park outside Richmond, VA (announced 2024/25)",ongoing,medium,links from original research round,2,https://www.datacenterdynamics.com/en/news/tract-announces-24gw-data-center-park-outside-richmond-virginia/,https://www.timmons.com/market/engineering/energy-renewables/mission-critical-data-centers/,,,2026-09-08
contractor_for,Truebeck Construction,Digital Realty,"Digital Realty data center tenant improvement / lobby renovation, Oakland CA.",completed,high,links from original research round,1,https://www.truebeck.com/work/digital-realty-data-center/,,,,2026-09-08
contractor_for,Truebeck Construction,Vantage,Two-storey ground-up data center building ($53.6M) as part of Vantage's phased campus expansion (Santa Clara CA market).,completed,high,links from original research round,2,https://issuu.com/truebeck.quals/docs/truebeck_construction_design-build_qualifications/s/21395466,https://issuu.com/truebeck.quals/docs/truebeck_construction_data_center__,,,2026-09-08
contractor_for,Turner Construction,Meta,"General contractor: Meta Lebanon, IN $10B / 1 GW / ~4M SF campus (one of the contractors); Meta Jeffersonville, IN ~700,000 SF hyperscale campus ($800M+); Meta Richland Parish, LA ($800M package within $10B campus) | GC for Meta Jeffersonville IN campus (~700,000 sq ft, $800M+, announced Jan 2024); one of the GCs (with Mortenson) for Meta Lebanon IN campus ($10B, ~4M sq ft, 2026-); JV with DPR and Mortenson on Meta Richland Parish LA ($10B+, 4M sq ft, 2024-2030).",ongoing,high,links from original research round,5,https://www.turnerconstruction.com/insights/turner-selected-as-one-of-the-contractors-for-10-billion-meta-data-center-campus-in-indiana,https://www.turnerconstruction.com/insights/turner-construction-company-to-build-hyperscale-data-center-for-meta-in-indiana,https://constructiondigital.com/news/turner-construction-building-meta-digital-infrastructure,https://www.constructiondive.com/news/meta-data-center-louisiana-turner-dpr-mortenson/734640/ | https://www.constructiondive.com/news/mortenson-turner-win-meta-data-center-indiana/812139/,2026-09-08
contractor_for,Turner Construction,Vantage,"General contractor for $2B expansion of Vantage New Albany, OH campus - 192 MW across 1.5M+ SF (2024-) | GC for Vantage OH1 campus, New Albany OH ($2B, three buildings, 1.5M sq ft, 192 MW, first building 2025, completion 2028); Turner-McCarthy JV GC for Phase 2 (Buildings 13-14, 468 MW) of Vantage 'Lighthouse' 902 MW campus, Port Washington WI, serving Oracle/OpenAI Stargate (awarded Jan 2026).",ongoing,high,links from original research round,5,https://www.turnerconstruction.com/insights/turner-selected-for-2-billion-expansion-project-for-vantage-data-centers,https://www.facilitiesdive.com/news/turner-wins-ohio-data-center-expansion-vantage/732391/,https://www.enr.com/articles/59721-turner-wins-2b-ohio-data-center-campus-contract,https://www.constructiondive.com/news/turner-wins-ohio-data-center-vantage/732190/ | https://dailyreporter.com/2026/01/22/turner-mccarthy-port-washington-data-center/,2026-09-08
contractor_for,Walbridge,OpenAI,"GC of the Saline Township, MI Stargate campus ($16B, 1 GW+, 250 acres, three 550k sq ft buildings) being developed by Related Digital for Oracle/OpenAI; groundbreaking reported 2026.",under way,high,links from original research round,2,https://www.constructiondive.com/news/walbridge-breaks-ground-stargate-data-center-openai-oracle/821972/,https://www.constructionowners.com/news/walbridge-constructs-16-billion-michigan-ai-data-center-campus,,,2026-09-08
contractor_for,Walbridge,Oracle,"GC of the $16B Oracle/OpenAI (Stargate) data center campus in Saline Township, MI, developed by Related Digital; 1.4 GW-scale, three 550,000 sq ft buildings.",under way,high,links from original research round,2,https://acppubs.com/MCB/article/95C2B79F-walbridge-building-16b-oracle-data-center-project-in-saline-township-michigan,https://www.enr.com/articles/63087-record-16b-data-center-project-advances-in-michigan,,,2026-09-08
contractor_for,Walbridge,Related Digital,"GC for Related Digital's $16B gigawatt-scale 'Stargate Michigan' campus, Saline Township MI (250 acres, for Oracle/OpenAI; PLA with 2,500+ union trades; 2025-); largest project in Walbridge's history. | Walbridge is general contractor for Related Digital's $16B, ~1.4 GW 'The Barn' AI campus in Saline Township, MI (250 acres, three 550,000 sq ft single-story buildings) built for Oracle and OpenAI under the Stargate program; largest project in Walbridge's 110-year history, delivered under a project labor agreement covering 2,500+ union tradespeople.",under construction,high,links from original research round,5,https://www.walbridge.com/about/news-events/news-item/walbridge-is-building-the-largest-project-in-its-110-year-history-right-here-in-michigan/,https://www.prnewswire.com/news-releases/walbridge-is-building-the-largest-project-in-its-110-year-history--right-here-in-michigan-302762566.html,https://acppubs.com/MCB/article/95C2B79F-walbridge-building-16b-oracle-data-center-project-in-saline-township-michigan,https://www.constructiondive.com/news/walbridge-breaks-ground-stargate-data-center-openai-oracle/821972/ | https://www.enr.com/articles/63087-record-16b-data-center-project-advances-in-michigan,2026-09-08
contractor_for,Walsh Group,Microsoft,"GC for Microsoft's Mount Pleasant WI data center campuses on former Foxconn site ($1B+ first campus; Walsh's third Mount Pleasant campus spans ~550 acres with four data center buildings; Phase 2 began Nov 2025, completion fall 2026).",under construction,high,links from original research round,3,https://www.walshgroup.com/ourexperience/building/datacenters/wisconsindatacentercampussite3.html,https://www.constructiondive.com/news/walsh-1b-microsoft-data-center-former-foxconn-site-construction-mount-pleasant-wisconsin/693073/,https://local.microsoft.com/blog/mount-pleasant-datacenter-project-update/,,2026-09-08
contractor_for,Woolpert,Digital Realty,"Through subsidiary Greenbox: data center design for Digital Realty across APAC since 2010 (Melbourne, Osaka, Seoul, Singapore); appointed to continue work on Digital Realty's Sydney campus",ongoing,high,links from original research round,1,https://woolpert.com/regions/asia-pacific/data-centres/,,,,2026-09-08
contractor_for,Yates Construction,AWS,"One of three GCs (with Gray Construction and Haskell) selected by AWS for the $10B twin data center campuses in Madison County MS (Canton 927 acres and Ridgeland 786 acres), completion targeted mid-2027.",under construction,high,links from original research round,3,https://www.constructionequipmentguide.com/several-top-regional-contractors-are-building-10b-twin-aws-data-centers-in-mississippi/65887,https://www.constructconnect.com/construction-economic-news/with-20-billion-of-investments-mississippi-stakes-claim-as-next-big-data-center-player,https://magnoliatribune.com/2024/09/08/construction-industry-steps-up-for-mississippis-grandest-project-aws/,,2026-09-08
supplies_power_to,AES Clean Energy,AWS,Two PPAs totaling 450 MW of clean energy to power Amazon data center operations in California.,contracted,medium,links from original research round,1,https://www.power-technology.com/news/aes-clean-energy-amazon/,,,,2026-09-08
supplies_power_to,AES Clean Energy,Google,20-year PPAs for new clean generation co-located directly alongside a Google data center in Texas to minimize grid impact (announced Feb 2026).,contracted,high,links from original research round,1,https://www.prnewswire.com/news-releases/aes-announces-landmark-agreements-with-google-in-texas-302695111.html,,,,2026-09-08
supplies_power_to,AES Clean Energy,Meta,Two long-term PPAs for 650 MW of solar in SPP (Texas and Kansas) supporting Meta data centers (May 2025).,contracted,high,links from original research round,3,https://www.prnewswire.com/news-releases/aes-and-meta-sign-long-term-ppas-to-deliver-650-mw-of-solar-capacity-in-texas-and-kansas-302461223.html,https://poweralliance.org/2025/05/30/aes-and-meta-sign-long-term-ppas-to-deliver-650-mw-of-solar-capacity-in-texas-and-kansas/,https://www.datacenterfrontier.com/energy/article/55294784/meta-inks-new-long-term-nuclear-solar-ppas-with-constellation-and-aes,,2026-09-08
supplies_power_to,AES Clean Energy,Microsoft,20-year agreement to supply green energy to Microsoft data centers in California; AES also structures 24/7 hourly-matched clean supply for Microsoft's Virginia data centers.,contracted,medium,links from original research round,2,https://www.marketscale.com/industries/energy/microsoft-google-amazon-and-meta-are-now-energy-companies-the-rest-of-the-enterprise-world-needs-to-catch-up,https://www.power-technology.com/news/aes-clean-energy-amazon/,,,2026-09-08
supplies_power_to,Apex Clean Energy,Google,"PPA for Timbermill Wind (NC, PJM) supporting Google's 24/7 CFE goal and PJM data centers; earlier PPA for full 79.3 MW capacity of Rocky Forge Wind (VA). Timbermill MW not captured here.",contracted,medium,links from original research round,3,https://www.apexcleanenergy.com/company/,https://globalppasherpa.substack.com/p/deal-sheet-google-and-apex-clean,https://en.wikipedia.org/wiki/Solar_power_in_Virginia,,2026-09-08
supplies_power_to,Apex Clean Energy,Meta,"Five PPAs totaling ~1 GW: Altavista Solar (VA, ~80 MW, 2019), Aviator Wind East 200 MW (TX), Lincoln Land Wind 175 MW (IL), Jayhawk Wind 197 MW (KS, Mar 2021), Angelo Solar 195 MW (TX).",operating,high,links from original research round,3,https://www.pv-tech.org/meta-signs-195mw-solar-ppa-with-apex-clean-energy-brings-partnership-to-1gw/,https://www.reccessary.com/en/news/Meta-signs-PPA-with-Apex-for-225-MW-wind-project-in-Iowa,https://carboncredits.com/meta-strikes-80-mw-solar-deal-to-power-data-centers-and-cut-carbon-impact/,,2026-09-08
supplies_power_to,Arevon Energy,Meta,"Long-term Environmental Attribute Purchase Agreements: Heirloom Solar 60 MWac (Pike County, IN; supports Jeffersonville data center; COD Q3 2025) and Kelso Solar 349 MWac (Scott County, MO; two EAPAs Mar 2024; phases Q4 2025 / Q1 2026).",operating,high,links from original research round,3,https://www.renewableenergyworld.com/solar/meta-needs-more-clean-energy-credits-and-arevon-is-happy-to-supply/,https://www.datacenterdynamics.com/en/news/meta-signs-60mw-solar-deal-in-indiana-to-support-jeffersonville-data-center/,https://www.pv-tech.org/us-project-round-up-oci-arava-arevon-secure-finance-mn8-ppa-meta/,,2026-09-08
supplies_power_to,Avangrid Renewables,AWS,PPA(s) for Oregon renewable projects supporting Amazon's hyperscale data centers (MW not disclosed in captured sources).,contracted,medium,links from original research round,3,https://www.avangrid.com/w/avangrid-executes-ppa-with-microsoft-for-new-140-mw-solar-project-in-washington-u.s.-contracts-now-exceed-500-mw,https://www.businesswire.com/news/home/20260527263817/en/Avangrid-Executes-PPA-with-Microsoft-for-New-140-MW-Solar-Project-in-Washington-U.S.-Contracts-Now-Exceed-500-MW,https://www.datacenterdynamics.com/en/news/microsoft-signs-140mw-solar-ppa-with-avangrid-in-washington/,,2026-09-08
supplies_power_to,Avangrid Renewables,Google,PPA(s) for Oregon renewable projects supporting Google's hyperscale data centers (MW not disclosed in captured sources).,contracted,medium,links from original research round,3,https://www.avangrid.com/w/avangrid-executes-ppa-with-microsoft-for-new-140-mw-solar-project-in-washington-u.s.-contracts-now-exceed-500-mw,https://www.businesswire.com/news/home/20260527263817/en/Avangrid-Executes-PPA-with-Microsoft-for-New-140-MW-Solar-Project-in-Washington-U.S.-Contracts-Now-Exceed-500-MW,https://www.datacenterdynamics.com/en/news/microsoft-signs-140mw-solar-ppa-with-avangrid-in-washington/,,2026-09-08
supplies_power_to,Avangrid Renewables,Meta,PPA(s) for Oregon renewable projects supporting Meta's hyperscale data centers (MW not disclosed in captured sources).,contracted,medium,links from original research round,3,https://www.avangrid.com/w/avangrid-executes-ppa-with-microsoft-for-new-140-mw-solar-project-in-washington-u.s.-contracts-now-exceed-500-mw,https://www.businesswire.com/news/home/20260527263817/en/Avangrid-Executes-PPA-with-Microsoft-for-New-140-MW-Solar-Project-in-Washington-U.S.-Contracts-Now-Exceed-500-MW,https://www.datacenterdynamics.com/en/news/microsoft-signs-140mw-solar-ppa-with-avangrid-in-washington/,,2026-09-08
supplies_power_to,Avangrid Renewables,Microsoft,">500 MW under contract: Bluebird Solar 140 MWdc/100 MWac (Klickitat County, WA; PPA May 2026, COD 2028), Powell Creek Solar (OH) and Camino Solar (CA) (COD 2025), Juniper Canyon Wind (WA, COD 2026).",contracted,high,links from original research round,3,https://www.avangrid.com/w/avangrid-executes-ppa-with-microsoft-for-new-140-mw-solar-project-in-washington-u.s.-contracts-now-exceed-500-mw,https://www.businesswire.com/news/home/20260527263817/en/Avangrid-Executes-PPA-with-Microsoft-for-New-140-MW-Solar-Project-in-Washington-U.S.-Contracts-Now-Exceed-500-MW,https://www.datacenterdynamics.com/en/news/microsoft-signs-140mw-solar-ppa-with-avangrid-in-washington/,,2026-09-08
supplies_power_to,Black Hills Energy,Meta,Utility supply under Wyoming large-load tariff for Meta's Cheyenne AI data center (Project Cosmo); load ramp begins 2026.,contracted,high,links from original research round,3,https://ir.blackhillscorp.com/news-releases/news-release-details/black-hills-corp-power-metas-new-data-center-wyoming-innovative,https://datacenters.blackhillsenergy.com/resources/black-hills-energy-partners-meta-power-new-data-center-wyoming,https://cowboystatedaily.com/2026/06/22/how-black-hills-energy-is-preparing-for-surge-of-power-hungry-wyoming-data-centers/,,2026-09-08
supplies_power_to,Black Hills Energy,Microsoft,Microsoft was Black Hills' first large-load customer in Cheyenne; served under the Large Power Contract Service tariff (customer pays 100% of infrastructure and power costs); Microsoft announced further Cheyenne expansion Apr 2026.,operating,high,links from original research round,3,https://news.microsoft.com/source/2026/04/14/microsoft-announces-intent-to-expand-datacenter-operations-in-cheyenne-accelerating-innovation-and-economic-growth/,https://cowboystatedaily.com/2026/06/22/how-black-hills-energy-is-preparing-for-surge-of-power-hungry-wyoming-data-centers/,https://finance.yahoo.com/markets/stocks/articles/black-hills-bkh-q2-2026-212824000.html,,2026-09-08
supplies_power_to,Brookfield Renewable,Google,"Hydro Framework Agreement (Jul 2025) for up to 3,000 MW of US hydropower; first tranche is 20-year PPAs for the 670 MW Holtwood and Safe Harbor plants in Pennsylvania (>$3B of power sales) supporting Google data centers in PJM.",contracted,high,links from original research round,3,https://bep.brookfield.com/press-releases/bep/brookfield-and-google-sign-hydro-framework-agreement-deliver-3000-mw-homegrown,https://www.utilitydive.com/news/google-hydro-power-brookfield-renewables/753039/,https://www.powermag.com/google-signs-deal-with-brookfield-for-3-gw-of-hydropower-capacity/,,2026-09-08
supplies_power_to,Brookfield Renewable,Microsoft,"Global framework agreement (May 2024) for Brookfield to deliver >10.5 GW of new wind, solar and emerging clean capacity to Microsoft in the US and Europe between 2026 and 2030 (~$10B+), with option to expand to APAC, India, LatAm; largest corporate clean-energy deal at signing.",contracted,high,links from original research round,3,https://bep.brookfield.com/press-releases/bep/brookfield-and-microsoft-collaborating-deliver-over-105-gw-new-renewable-power,https://www.utilitydive.com/news/brookfield-microsoft-corporate-clean-energy-ppa/714989/,https://www.datacenterdynamics.com/en/news/microsoft-signs-10bn-10gw-energy-framework-deal-with-brookfield/,,2026-09-08
supplies_power_to,Clearway Energy Group,Google,"Three long-term PPAs (2025) totaling 1.17 GW of new carbon-free projects in Missouri (SPP), Texas (ERCOT) and West Virginia (PJM) supporting Google data centers for up to 20 years; >$2.4B invested, first sites online 2027-2028.",contracted,high,links from original research round,3,https://www.clearwayenergygroup.com/press-releases/clearway-signs-portfolio-of-power-purchase-agreements-with-google-totaling-nearly-1-2-gw-across-three-states/,https://www.datacenterdynamics.com/en/news/google-signs-117gw-worth-of-ppas-with-clearway-across-us-market/,https://www.esgdive.com/news/google-inks-ppas-clearway-energy-power-data-centers-with-carbon-free-wv-missouri-tx/810006/,,2026-09-08
supplies_power_to,Clearway Energy Group,Microsoft,"Long-term PPA for the 335 MW Mount Storm wind farm, Grant County, West Virginia (PJM).",contracted,high,links from original research round,2,https://www.clearwayenergygroup.com/press-releases/clearway-signs-335-mw-power-purchase-agreement-with-microsoft/,https://www.latitudemedia.com/news/clearway-energys-next-act-meet-the-demands-of-data-centers/,,,2026-09-08
supplies_power_to,Cypress Creek Renewables,Google,Google acting as anchor investor/offtaker for a Cypress Creek project (Jul 2025); capacity not captured.,announced,medium,links from original research round,1,https://www.esgtoday.com/cypress-creek-reveals-microsoft-as-long-term-offtaker-for-new-180-million-washington-solar-project/,,,,2026-09-08
supplies_power_to,Cypress Creek Renewables,Meta,"Environmental Attribute Purchase Agreement (Feb 2025) enabling a 505 MW solar plant in Coleman County, Texas (ERCOT).",contracted,high,links from original research round,3,https://www.esgtoday.com/cypress-creek-secures-financing-for-505mw-texas-solar-plant-to-supply-renewable-energy-to-meta/,https://www.pv-tech.org/meta-microsoft-secure-pv-agreements-with-cypress-creek-renewables-and-silicon-ranch/,https://techcrunch.com/2025/03/30/data-centers-love-solar-heres-a-comprehensive-guide-to-deals-over-100-megawatts/,,2026-09-08
supplies_power_to,Cypress Creek Renewables,Microsoft,"Long-term PPA for electricity and environmental products from Ostrea Solar, 104 MWdc, $180M, Yakima County, Washington (commercial operation 2026).",operating,high,links from original research round,3,https://www.esgtoday.com/cypress-creek-reveals-microsoft-as-long-term-offtaker-for-new-180-million-washington-solar-project/,https://www.esgdive.com/news/microsoft-inks-long-term-ppa-for-washington-solar-project/829707/,https://carboncredits.com/microsoft-signs-long-term-ppa-for-cypress-creeks-104-mw-washington-solar-project/,,2026-09-08
supplies_power_to,D. E. Shaw Renewable Investments (DESRI),Meta,"PPAs across nine states totaling 2,575 MW: Long Lake Solar 200 MWac (Phillips County, AR; 2022); 400 MW (Dec 2024: 250 MW Missouri + 150 MW Texas, COD by 2027); 850 MW solar + storage (Oklahoma 500 MW, Texas 200 MW, Mississippi 150 MW).",contracted,high,links from original research round,4,https://www.pv-tech.org/meta-inks-850mw-us-solar-and-storage-ppas-with-desri/,https://carboncredits.com/meta-platforms-and-d-e-shaw-renewable-investments-expand-2-5-gw-renewable-partnership-across-nine-u-s-states/,https://www.prnewswire.com/news-releases/d-e-shaw-renewable-investments-desri-announces-signing-of-200-mwac-arkansas-clean-power-project-with-meta-301690881.html,https://pv-magazine-usa.com/2024/12/19/solar-projects-on-the-horizon-for-meta-d-e-shaw-renewable-investments/,2026-09-08
supplies_power_to,Dominion Energy,AWS,"MOU (Oct 2024) to explore development/financing structures for a small modular reactor near Dominion's North Anna station, adding at least 300 MW for Virginia's grid; Amazon is among Dominion's largest Virginia data-center customers.",MOU,high,links from original research round,3,https://investors.dominionenergy.com/news/press-release-details/2024/Dominion-Energy-and-Amazon-to-explore-advancement-of-Small-Modular-Reactor-SMR-nuclear-development-in-Virginia/default.aspx,https://www.utilitydive.com/news/amazon-small-modular-reactor-deals-nuclear-dominion-x-energy-energy-northwest/730022/,https://virginiamercury.com/2024/10/17/amazon-announces-deal-with-dominion-energy-to-develop-a-small-nuclear-reactor/,,2026-09-08
supplies_power_to,Duke Energy Renewables,AWS,"MOU (May 2024, White House nuclear summit) with Duke Energy to co-develop Accelerating Clean Energy (ACE) tariffs including a Clean Transition Tariff enabling AWS to fund new nuclear, long-duration storage and on-site generation for its Carolinas data-center load.",MOU,high,links from original research round,3,https://news.duke-energy.com/releases/responding-to-growing-demand-duke-energy-amazon-google-microsoft-and-nucor-execute-agreements-to-accelerate-clean-energy-options,https://investors.duke-energy.com/news/news-details/2024/Responding-to-growing-demand-Duke-Energy-Amazon-Google-Microsoft-and-Nucor-execute-agreements-to-accelerate-clean-energy-options/default.aspx,https://www.powerengineeringint.com/finance-investment/duke-energy-amazon-google-microsoft-and-nucor-to-co-develop-new-clean-tech-tariffs/,,2026-09-08
supplies_power_to,Duke Energy Renewables,Google,"MOU (May 2024, White House nuclear summit) with Duke Energy to co-develop Accelerating Clean Energy (ACE) tariffs including a Clean Transition Tariff enabling Google to fund new nuclear, long-duration storage and on-site generation for its Carolinas data-center load.",MOU,high,links from original research round,3,https://news.duke-energy.com/releases/responding-to-growing-demand-duke-energy-amazon-google-microsoft-and-nucor-execute-agreements-to-accelerate-clean-energy-options,https://investors.duke-energy.com/news/news-details/2024/Responding-to-growing-demand-Duke-Energy-Amazon-Google-Microsoft-and-Nucor-execute-agreements-to-accelerate-clean-energy-options/default.aspx,https://www.powerengineeringint.com/finance-investment/duke-energy-amazon-google-microsoft-and-nucor-to-co-develop-new-clean-tech-tariffs/,,2026-09-08
supplies_power_to,Duke Energy Renewables,Microsoft,"MOU (May 2024, White House nuclear summit) with Duke Energy to co-develop Accelerating Clean Energy (ACE) tariffs including a Clean Transition Tariff enabling Microsoft to fund new nuclear, long-duration storage and on-site generation for its Carolinas data-center load.",MOU,high,links from original research round,3,https://news.duke-energy.com/releases/responding-to-growing-demand-duke-energy-amazon-google-microsoft-and-nucor-execute-agreements-to-accelerate-clean-energy-options,https://investors.duke-energy.com/news/news-details/2024/Responding-to-growing-demand-Duke-Energy-Amazon-Google-Microsoft-and-Nucor-execute-agreements-to-accelerate-clean-energy-options/default.aspx,https://www.powerengineeringint.com/finance-investment/duke-energy-amazon-google-microsoft-and-nucor-to-co-develop-new-clean-tech-tariffs/,,2026-09-08
supplies_power_to,EDP Renewables North America,AWS,Long-term supply agreement for a Mississippi renewable project (MW not captured).,contracted,medium,links from original research round,2,https://edp.com/en/north-america/na/media/news/edp-renewables-north-america-achieves-milestone-ppa-procurement-across,https://www.esgtoday.com/meta-signs-250-mw-u-s-renewables-deal-with-edp/,,,2026-09-08
supplies_power_to,EDP Renewables North America,Meta,"Three agreements totaling 545 MW, most recently a PPA for Cypress Knee Solar, 250 MW, southeast Arkansas (May 2026, COD 2028).",contracted,high,links from original research round,3,https://www.datacenterdynamics.com/en/news/meta-signs-250mw-ppa-with-edp-renewables-na-in-arkansas/,https://www.utilitydive.com/news/edp-renewables-and-meta-ink-ppa-for-250-mw-solar-project/819619/,https://www.esgtoday.com/meta-signs-250-mw-u-s-renewables-deal-with-edp/,,2026-09-08
supplies_power_to,EDP Renewables North America,Microsoft,"VPPAs for 389 MW from three solar projects totaling 400 MW: Wolf Run 140 MW and Hickory 110 MW (Illinois), Cattlemen II 150 MW (Texas); delivered Feb 2025.",operating,high,links from original research round,2,https://www.prnewswire.com/news-releases/edp-renewables-north-america-delivers-three-additional-renewable-energy-projects-for-microsoft-302372406.html,https://globalppasherpa.substack.com/p/microsoft-and-edp-renewables-solar,,,2026-09-08
supplies_power_to,ENGIE North America,Apple,Corporate PPAs with Apple (ENGIE group cites Apple among its leading tech offtakers; US MW not captured).,contracted,medium,links from original research round,1,https://en.newsroom.engie.com/news/engie-and-meta-strengthen-their-partnership-with-a-major-renewable-power-purchase-agreement-in-the-united-states-a785e-314df.html,,,,2026-09-08
supplies_power_to,ENGIE North America,Google,Corporate PPAs with Google (ENGIE group cites Google among its leading tech offtakers; US MW not captured).,contracted,medium,links from original research round,1,https://en.newsroom.engie.com/news/engie-and-meta-strengthen-their-partnership-with-a-major-renewable-power-purchase-agreement-in-the-united-states-a785e-314df.html,,,,2026-09-08
supplies_power_to,ENGIE North America,Meta,"PPAs across four Texas projects totaling >1.3 GW, including 100% of the 600 MW Swenson Ranch Solar project (Stonewall County, TX; $900M; COD 2027).",contracted,high,links from original research round,2,https://en.newsroom.engie.com/news/engie-and-meta-strengthen-their-partnership-with-a-major-renewable-power-purchase-agreement-in-the-united-states-a785e-314df.html,https://www.powermag.com/engie-meta-expand-ppas-with-new-600-mw-solar-project/,,,2026-09-08
supplies_power_to,Enel Green Power North America,Google,Google listed among Enel Green Power's corporate PPA offtakers in the US (MW not captured).,contracted,medium,links from original research round,1,https://www.enelgreenpower.com/countries/north-america/united-states,,,,2026-09-08
supplies_power_to,Enel Green Power North America,Meta,"Three US PPAs: Rattlesnake Creek wind (NE) supplying Meta's Sarpy data center since 2018; 115 MW from the 140 MW Rockhaven wind farm (Murray/Carter counties, OK; Feb 2025); plus one further PPA.",operating,high,links from original research round,3,https://www.enelnorthamerica.com/about-us/newsroom/search-press/press/2025/02/enel-meta-vppa,https://www.datacenterdynamics.com/en/news/meta-signs-115mw-ppa-with-enel-in-oklahoma/,https://www.powermag.com/enel-meta-announce-ppa-for-oklahoma-wind-farm/,,2026-09-08
supplies_power_to,Form Energy grid development team,Crusoe,"Agreement for up to 12 GWh of multi-day iron-air storage systems to support Crusoe's AI data center buildout, deliveries from 2027.",contracted,high,links from original research round,3,https://www.datacenterdynamics.com/en/news/crusoe-signs-two-deals-with-energy-storage-firms-to-support-ai-data-center-buildout/,https://www.latitudemedia.com/news/crusoe-embraces-storage-via-deals-with-form-energy-and-redwood-materials/,https://www.energyconnects.com/news/renewables/2026/march/crusoe-buys-batteries-that-last-for-days-to-power-new-data-centers/,,2026-09-08
supplies_power_to,Form Energy grid development team,Google,300 MW / 30 GWh (100-hour) iron-air long-duration storage contracted via Xcel Energy (NSP-Minnesota) to support a new Google data center in Minnesota (Feb 2026).,contracted,high,links from original research round,2,https://www.canarymedia.com/articles/batteries/gigantic-form-energy-battery-google-minnesota,https://www.latitudemedia.com/news/crusoe-embraces-storage-via-deals-with-form-energy-and-redwood-materials/,,,2026-09-08
